SalePrice,BedroomAbvGr,BldgType_2fam,BldgType_Twnhs,BsmtExposure,BsmtFinType1,CentralAir_0,Condition1_Pos,Condition1_RR,Condition1_St,ExterCond,ExterQual,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fireplaces,Foundation_BrkTil,Foundation_CBlock,Foundation_Slab,Foundation_Stone,Foundation_Wood,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,GarageArea,GarageCond,GarageFinish,GarageQual,GarageType_2Types,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,HeatingQC,HouseStyle_1.5,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_SFoyer,HouseStyle_SLvl,KitchenAbvGr,KitchenQual,LandContour_NoLvl,LandSlope_Slp,LotArea,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotFrontage,LotShape_IR,LowQualFinSF,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RM,MiscFeature_1,MoSold,MoSold_1,MoSold_10,MoSold_11,MoSold_12,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,OpenPorchSF,OverallCond,OverallQual,PavedDrive_0,PoolArea_1,RoofStyle_Flat,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Partial,SaleType_COD,SaleType_Con,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleVremo,Street_0,TotRmsAbvGrd,WoodDeckSF,YearBuilt,YrSold,bathsF,bathsH,porchSF,totSF
137000,4,1,0,2,2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,440.0,2,2,2,0,0,0,0,1,0,2,0,0,0,0,0,2,1.0,0,0,95.61380653441218,0,0,0,0,69.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.745966692414834,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,9,0,1910,2006,2.0,0.0,112,8690704.0
140000,2,0,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,451.0,3,2,3,0,0,0,0,0,0,3,0,1,0,0,0,1,1.0,0,0,106.34848376916335,0,0,0,0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.477225575051661,5,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,0,5,0,1954,2006,1.0,0.0,0,7518564.0
180000,3,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,1,2.0,0,0,106.38138934982942,0,0,0,0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.246211251235321,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,144,2003,2007,2.0,1.0,0,6290064.0
76500,3,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1,1,1,0,0,0,0,0,1,3,0,1,0,0,0,1,1.0,0,0,73.14369419163897,0,0,0,0,55.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,6,263,1940,2010,1.0,0.0,0,4137156.0
235000,2,0,1,3,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,538.0,3,4,3,0,0,0,0,0,0,3,0,1,0,0,0,1,2.0,1,1,68.92024376045111,0,0,0,0,44.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,64,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,123,2006,2007,3.0,1.0,153,10227204.0
173000,3,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,1,2.0,0,0,91.46584061823299,0,0,0,0,65.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.708203932499369,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,138,2004,2008,2.0,1.0,0,5943844.0
158000,3,0,0,3,3,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,309.0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,1,1,2.0,0,0,96.69539802906858,0,0,0,0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,333,1964,2007,2.0,1.0,0,6780816.0
145000,3,0,0,2,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,294.0,3,3,3,0,0,0,0,0,0,2,0,1,0,0,0,1,1.0,0,0,91.6515138991168,0,0,0,0,70.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,5,250,1957,2010,2.0,0.0,0,6906384.0
230000,4,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,429.0,3,4,3,0,0,1,0,0,0,3,0,0,0,0,0,1,2.0,0,0,93.47726996441435,0,0,0,0,66.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,192,1999,2006,2.0,1.0,0,10666756.0
207500,3,0,0,2,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673.0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,1,2.0,0,0,93.76033276391462,0,0,0,0,64.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.483314773547883,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,216,2003,2008,2.0,1.0,0,6718464.0
220000,3,0,0,2,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,660.0,3,3,3,0,0,0,0,0,0,3,0,1,0,0,0,1,2.0,0,0,93.8829057922687,0,0,0,0,68.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.488088481701515,5,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,8,123,2006,2009,3.0,1.0,0,10291264.0
231500,3,0,0,2,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,564.0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,1,2.0,0,0,111.51233115669316,0,0,0,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.797958971132712,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,2001,2008,2.0,1.0,245,7590025.0
97000,2,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.0,3,2,3,0,0,0,0,1,0,2,0,1,0,0,0,1,1.0,0,0,112.70314991161516,0,0,0,0,70.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.708203932499369,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,4,0,1956,2008,1.0,0.0,0,777924.0
176000,3,0,0,3,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,884.0,3,2,3,0,0,0,0,0,0,2,0,0,0,0,1,1,1.0,0,0,138.9100428334827,1,0,0,0,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,6,0,1962,2009,2.0,0.0,252,7529536.0
276000,3,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,868.0,3,4,3,0,0,1,0,0,0,3,0,0,0,0,0,1,3.0,0,0,97.91833331914918,0,0,0,0,69.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.165525060596439,5,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,0,2007,2007,2.0,1.0,0,16451136.0
151000,3,0,0,3,6,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,492.0,3,2,3,0,0,0,0,0,0,2,0,0,0,0,1,1,1.0,0,0,92.03803561571705,1,0,0,0,88.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4641016151377544,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,292,1977,2006,2.0,0.0,0,2951524.0
130000,3,0,0,2,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,484.0,3,2,3,0,0,0,0,1,0,2,1,0,0,0,0,1,1.0,0,0,74.16198487095663,1,0,0,0,50.0,0,390,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,1929,2010,2.0,0.0,0,5026564.0
73000,2,0,0,2,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,504.0,3,2,3,0,0,0,0,1,0,2,0,1,0,0,0,1,1.0,1,0,72.3325652801005,0,0,0,0,30.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,5,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1925,2008,1.0,0.0,0,2085136.0
175500,3,0,0,2,7,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,576.0,3,4,3,0,0,0,0,0,0,2,0,1,0,0,0,1,2.0,0,0,109.95453605922768,0,0,0,0,78.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,7,276,1981,2008,2.0,0.0,0,8088336.0
185000,3,0,0,3,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,413.0,3,4,3,0,0,0,0,0,0,2,0,0,0,0,0,1,1.0,1,0,105.86311916810311,0,0,1,0,70.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.660254037844387,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,95,1997,2006,3.0,1.0,0,5349969.0
179500,4,0,0,2,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,240.0,3,2,3,0,0,0,0,1,0,3,0,0,1,0,0,1,2.0,1,1,91.6515138991168,0,0,0,0,60.0,0,420,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.898979485566356,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,262,1939,2008,2.0,1.0,0,8479744.0
120500,2,0,0,2,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,924.0,4,4,4,0,0,0,0,1,0,3,0,1,0,0,0,1,1.0,0,0,83.06623862918075,0,0,0,0,71.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,4,0,1940,2008,1.0,0.0,0,2304324.0
148000,3,0,0,2,5,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,504.0,4,3,3,0,0,0,0,0,0,2,0,1,0,0,0,1,1.0,0,0,88.97752525216691,1,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.477225575051661,7,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,6,370,1976,2007,2.0,1.0,0,5089536.0
266000,3,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1053.0,3,3,3,0,0,0,0,0,0,2,0,0,0,0,0,1,2.0,0,0,103.57605900979242,0,0,0,0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.14142842854285,5,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,192,2006,2006,2.0,1.0,0,9205156.0
241500,2,0,0,3,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,439.0,3,2,3,0,0,0,0,0,0,3,0,1,0,0,0,1,1.0,1,1,197.7473135089324,0,1,0,0,73.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,81,1954,2008,2.0,0.0,0,7551504.0
290000,4,0,0,2,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,671.0,3,4,3,0,0,0,0,0,0,3,0,0,0,0,0,1,2.0,0,0,108.46197490364999,0,1,0,0,92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.54983443527075,7,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,132,1999,2010,2.0,1.0,0,11710084.0
139000,3,0,0,2,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,338.0,3,3,3,0,0,0,0,0,0,2,0,1,0,0,0,1,1.0,0,0,97.97958971132712,0,0,0,0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,289,1958,2009,3.0,0.0,0,8248384.0
124500,2,0,0,3,6,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,264.0,3,2,3,0,0,0,0,0,0,2,0,1,0,0,0,1,1.0,0,0,91.18113840043894,1,0,0,0,76.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,168,1982,2007,1.0,0.0,0,2663424.0
205000,3,0,0,2,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,672.0,3,2,3,0,0,0,0,1,0,2,1,0,0,0,0,1,3.0,0,0,85.22910301065006,0,0,0,0,55.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,74,1925,2009,2.0,1.0,144,6250000.0
201000,3,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573.0,3,4,3,0,0,0,0,0,0,3,0,1,0,0,0,1,2.0,0,0,95.89577675789482,0,0,0,0,129.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.24744871391589,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,100,2003,2010,2.0,0.0,0,9734400.0
141000,2,0,0,2,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,400.0,3,2,3,0,0,0,0,1,0,3,0,1,0,0,0,1,1.0,0,0,138.34016047410094,1,0,0,0,140.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,4,0,1951,2010,1.0,0.0,0,2985984.0
415298,3,0,0,3,2,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,732.0,3,4,3,0,0,0,0,0,0,3,0,1,0,0,0,1,3.0,0,0,120.20815280171308,0,0,0,0,107.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.899494936611665,5,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,124,2006,2007,2.0,1.0,142,17994564.0
192000,4,0,0,2,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,505.0,3,4,3,0,0,0,0,0,0,3,0,0,0,0,0,1,1.0,0,0,100.024996875781,0,0,0,0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.816653826391969,5,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,8,288,1977,2008,2.0,1.0,0,10125124.0
